Name,Address,Phone,Website,Rating,Review Count,Email_1,Email_1_Method,Email_1_Source,Email_1_Accuracy_Score,Email_1_Confidence,Email_2,Email_2_Method,Email_2_Source,Email_2_Accuracy_Score,Email_2_Confidence,Email_3,Email_3_Method,Email_3_Source,Email_3_Accuracy_Score,Email_3_Confidence
Kohnan PRO DOIT,"5-chōme-3-12 Shinmachi, Nishitokyo, Tokyo 202-0023, Japan",0422-50-0571,https://map.hc-kohnan.com/shop/488,3.8,811,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
コーナンPRO板橋徳丸店,"8 Chome-4 Tokumaru, Itabashi City, Tokyo 175-0083, Japan",03-5945-1757,https://map.hc-kohnan.com/shop/647,3.7,39,コーナンpro板橋徳丸店@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,コーナンpro板橋徳丸店@gmail.com,pattern_generation,common_domain,0.4,low,コーナンpro板橋徳丸店@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO - Fuchu Koshukaido,"2-chōme-33番地の2 Wakamatsuchō, Fuchu, Tokyo 183-0005, Japan",042-352-5780,https://map.hc-kohnan.com/shop/628,3.9,54,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Beaver Pro Machida Kiso,"Japan, 〒194-0037 Tokyo, Machida, Kisonishi, 3-chōme−２６−７",042-789-6488,https://kohnan-pro.com/,3.7,859,beaver@kohnan-pro.com,pattern_generation,business_domain,0.7,medium,beaver@gmail.com,pattern_generation,common_domain,0.4,low,beaver@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan Pro Adachi Takenotsuka,"2-chōme-1-24 Nishihokima, Adachi City, Tokyo 121-0812, Japan",03-5851-5705,https://map.hc-kohnan.com/shop/478,3.7,302,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan Pro Kamikawai,"33番地4 Kamikawaichō, Asahi Ward, Yokohama, Kanagawa 241-0802, Japan",045-922-5701,https://map.hc-kohnan.com/shop/605,3.7,210,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
kohnan pro doit Yono shop,"1-chōme-1-3 Ennami, Chuo Ward, Saitama, 338-0007, Japan",048-853-5621,https://map.hc-kohnan.com/shop/485,3.7,477,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO Work & Tool,"5-chōme-54-15 Tsukagoshi, Warabi, Saitama 335-0002, Japan",048-447-8511,https://map.hc-kohnan.com/shop/487?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.6,269,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO Nishitokyo Tanashi,"4-chōme-2-２番8号 Nishiharachō, Nishitokyo, Tokyo 188-0004, Japan",042-460-5711,https://map.hc-kohnan.com/shop/612?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.6,128,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO,"2-chōme-1-17 Shimonagaya, Konan Ward, Yokohama, Kanagawa 233-0016, Japan",045-820-5705,https://map.hc-kohnan.com/shop/606?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.7,451,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO 246,"2-chōme-14-１４番４３号 Higashihara, Zama, Kanagawa 252-0004, Japan",046-257-5715,https://map.hc-kohnan.com/shop/613,3.8,129,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
Hodaka Fujisawa,"1064 Shōbuzawa, Fujisawa, Kanagawa 252-0823, Japan",0466-48-1080,https://www.dcm-hc.co.jp/shop/detail/01_0764.html?utm_source=google&utm_medium=maps,4,551,hodaka@dcm-hc.co.jp,pattern_generation,business_domain,0.7,medium,hodaka@gmail.com,pattern_generation,common_domain,0.4,low,hodaka@yahoo.com,pattern_generation,common_domain,0.4,low
HODAKA,"Japan, 〒213-0015 神奈川県川崎市高津区梶ケ谷５丁目７",044-860-3115,https://www.dcm-hc.co.jp/shop/detail/01_0782.html?utm_source=google&utm_medium=maps,4,266,hodaka@dcm-hc.co.jp,pattern_generation,business_domain,0.7,medium,hodaka@gmail.com,pattern_generation,common_domain,0.4,low,hodaka@yahoo.com,pattern_generation,common_domain,0.4,low
Beaver Pro Ebina shop,"3-chōme-15-29 Shake, Ebina, Kanagawa 243-0424, Japan",046-292-7600,https://kohnan-pro.com/,3.7,331,beaver@kohnan-pro.com,pattern_generation,business_domain,0.7,medium,beaver@gmail.com,pattern_generation,common_domain,0.4,low,beaver@yahoo.com,pattern_generation,common_domain,0.4,low
Furumoto,"52-1 Miyayama, Samukawa, Koza District, Kanagawa 253-0106, Japan",0467-74-3300,https://ktc.jp/shop/detail?shop=3171,4.3,334,furumoto@ktc.jp,pattern_generation,business_domain,0.7,medium,furumoto@gmail.com,pattern_generation,common_domain,0.4,low,furumoto@yahoo.com,pattern_generation,common_domain,0.4,low
ホーム＆ガーデン 島崎商店,"1-chōme-21-1 Mizonokuchi, Takatsu Ward, Kawasaki, Kanagawa 213-0001, Japan",044-822-3498,https://www.mizonokuchi-kenzai.com/,4,118,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,website_scraping,main_page,0.9,high,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A
Furumoto (Fujisawa),"Japan, 〒252-0813 Kanagawa, Fujisawa, Kameino, 4-chōme−１６−２４",0466-80-6680,N/A,4.1,180,furumoto@gmail.com,pattern_generation,common_domain,0.4,low,furumoto@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
コーナンPRO鎌倉大船店,"Japan, 〒247-0072 Kanagawa, Kamakura, Okamoto, 1188番地1",0467-42-8301,https://map.hc-kohnan.com/shop/18002,2.5,2,コーナンpro鎌倉大船店@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,コーナンpro鎌倉大船店@gmail.com,pattern_generation,common_domain,0.4,low,コーナンpro鎌倉大船店@yahoo.com,pattern_generation,common_domain,0.4,low
包丁と砥石 ひとひら,"2-chōme-16-16 Sangenjaya, Setagaya City, Tokyo 154-0024, Japan",03-6413-6904,https://hitohira-japan.com/,4.9,118,info@hitohira-japan.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
馬込道具屋,"Japan, 〒143-0026 Tokyo, Ota City, Nishimagome, 1-chōme−2−８ シャトー西馬込",03-3775-1098,https://dogooyah.com/f/shops/magome,4.2,40,馬込道具屋@dogooyah.com,pattern_generation,business_domain,0.7,medium,馬込道具屋@gmail.com,pattern_generation,common_domain,0.4,low,馬込道具屋@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan Pro,"2-chōme-8-12 Kawarazone, Koshigaya, Saitama 343-0821, Japan",048-960-2257,https://map.hc-kohnan.com/shop/464?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.7,468,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
総合建築 金物や 秀久,"1262-2 Shimotomi, Tokorozawa, Saitama 359-0001, Japan",04-2990-3660,http://www.hidehisa-online.com/smartphone/index.html,4.3,252,総合建築@hidehisa-online.com,pattern_generation,business_domain,0.7,medium,総合建築@gmail.com,pattern_generation,common_domain,0.4,low,総合建築@yahoo.com,pattern_generation,common_domain,0.4,low
ホダカ 蓮田店,"4-2 Yamanouchi, Hasuda, Saitama 349-0128, Japan",048-765-5600,https://www.dcm-hc.co.jp/shop/detail/03_4575.html?utm_source=google&utm_medium=maps,4.1,454,ホダカ@dcm-hc.co.jp,pattern_generation,business_domain,0.7,medium,ホダカ@gmail.com,pattern_generation,common_domain,0.4,low,ホダカ@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan Pro Doit Kawagoe,"1017-1 Fukuda, Kawagoe, Saitama 350-0821, Japan",049-228-5711,https://map.hc-kohnan.com/shop/601,3.9,272,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
コーナンＰＲＯ花小金井店,"4-chōme-35-5 Hanakoganei, Kodaira, Tokyo 187-0002, Japan",042-470-3157,https://map.hc-kohnan.com/shop/655,4.3,24,コーナンｐｒｏ花小金井店@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,コーナンｐｒｏ花小金井店@gmail.com,pattern_generation,common_domain,0.4,low,コーナンｐｒｏ花小金井店@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO Adachi Ogi,"3-chōme-14-１４番１0号 Ōgi, Adachi City, Tokyo 123-0873, Japan",03-5647-5761,https://map.hc-kohnan.com/shop/609?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.7,109,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
コーナンPRO富士見店,"465番地1 Harigaya, Fujimi, Saitama 354-0017, Japan",049-268-1375,https://map.hc-kohnan.com/shop/649,3.9,20,コーナンpro富士見店@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,コーナンpro富士見店@gmail.com,pattern_generation,common_domain,0.4,low,コーナンpro富士見店@yahoo.com,pattern_generation,common_domain,0.4,low
Valor Home Center Takayama,"3-chōme-608 Nishinoisshikimachi, Takayama, Gifu 506-0031, Japan",0577-32-0180,https://stores.homecentervalor.co.jp/detail/1,3.6,643,valor@stores.homecentervalor.co.jp,pattern_generation,business_domain,0.7,medium,valor@gmail.com,pattern_generation,common_domain,0.4,low,valor@yahoo.com,pattern_generation,common_domain,0.4,low
飛騨高山刃物専門店 是ノ刃 Konoha,"Japan, 〒506-0841 Gifu, Takayama, Shimosannomachi, 115番地 P1台 有（店舗前",0577-70-8377,https://www.instagram.com/konoha.hidatakayama/,4.9,49,飛騨高山刃物専門店@instagram.com,pattern_generation,business_domain,0.7,medium,飛騨高山刃物専門店@gmail.com,pattern_generation,common_domain,0.4,low,飛騨高山刃物専門店@yahoo.com,pattern_generation,common_domain,0.4,low
Home Improvement store Valor Kokufu,"Japan, 〒509-4119 Gifu, Takayama, Kokufuchō Hirosemachi, 字諏訪前１５５６−１",0577-72-4188,https://stores.homecentervalor.co.jp/detail/5,3.5,186,home@stores.homecentervalor.co.jp,pattern_generation,business_domain,0.7,medium,home@gmail.com,pattern_generation,common_domain,0.4,low,home@yahoo.com,pattern_generation,common_domain,0.4,low
下本商会,"3-chōme-72 Sōwamachi, Takayama, Gifu 506-0007, Japan",0577-33-0333,http://www.shimomoto.jp/,4.1,46,info@shimomoto.jp,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Murakane,"3-17 Furukawachō Nanseichō, Hida, Gifu 509-4253, Japan",0577-73-2311,http://yanezai.jp/modules/pico/index.php?cat_id=1,1,2,info@yanezai.jp,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shimojo,"1221 Kamiokachō Funatsu, Hida, Gifu 506-1161, Japan",0578-82-1137,https://www.facebook.com/shimosada,4,1,shimojo@facebook.com,pattern_generation,business_domain,0.7,medium,shimojo@gmail.com,pattern_generation,common_domain,0.4,low,shimojo@yahoo.com,pattern_generation,common_domain,0.4,low
Marusan Hardware,"7-16 Furukawachō Ninomachi, Hida, Gifu 509-4235, Japan",0577-73-2538,N/A,4.6,5,marusan@gmail.com,pattern_generation,common_domain,0.4,low,marusan@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
HomeCenter Valor Takayama Hardware Pavilion,"3-chōme-608 Nishinoisshikimachi, Takayama, Gifu 506-0031, Japan",N/A,N/A,5,1,homecenter@gmail.com,pattern_generation,common_domain,0.4,low,homecenter@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
（有）寺田設備,"3246-22 Enakomachi, Takayama, Gifu 506-0818, Japan",0577-36-3001,N/A,3,1,有寺田設備@gmail.com,pattern_generation,common_domain,0.4,low,有寺田設備@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
宮本 金物なんでもセンター,"56 Tonyamachi, Takayama, Gifu 506-0002, Japan",0577-32-2023,N/A,N/A,N/A,宮本@gmail.com,pattern_generation,common_domain,0.4,low,宮本@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
原田鉄筋加工店,"1 Chome Sowamachi, Takayama, Gifu 506-0007, Japan",0577-32-0056,N/A,3,1,原田鉄筋加工店@gmail.com,pattern_generation,common_domain,0.4,low,原田鉄筋加工店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
高松鋸刃物店,"1405-1 Kamiokachō Funatsu, Hida, Gifu 506-1161, Japan",0578-82-2583,N/A,N/A,N/A,高松鋸刃物店@gmail.com,pattern_generation,common_domain,0.4,low,高松鋸刃物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
山下金物店,"1227-1 Kamiokachōtono, Hida, Gifu 506-1121, Japan",0578-82-6986,N/A,N/A,N/A,山下金物店@gmail.com,pattern_generation,common_domain,0.4,low,山下金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
高桑研磨加工所,"36 Kamiokachō Kamasaki, Hida, Gifu 506-1145, Japan",0578-82-3965,N/A,N/A,N/A,高桑研磨加工所@gmail.com,pattern_generation,common_domain,0.4,low,高桑研磨加工所@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
野林金物店,"936 Kamiokachōtono, Hida, Gifu 506-1121, Japan",0578-82-5335,N/A,N/A,N/A,野林金物店@gmail.com,pattern_generation,common_domain,0.4,low,野林金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Hodaka Toyama,"１１２２番地 Tenshōji, Toyama, 930-0955, Japan",076-423-3600,https://www.dcm-hc.co.jp/shop/detail/01_0765.html?utm_source=google&utm_medium=maps,4,464,hodaka@dcm-hc.co.jp,pattern_generation,business_domain,0.7,medium,hodaka@gmail.com,pattern_generation,common_domain,0.4,low,hodaka@yahoo.com,pattern_generation,common_domain,0.4,low
Hodaka Takaoka,"5-５番７号 Kumanomachi, Takaoka, Toyama 933-0903, Japan",0766-23-2667,https://www.dcm-hc.co.jp/shop/detail/01_0779.html?utm_source=google&utm_medium=maps,4,315,hodaka@dcm-hc.co.jp,pattern_generation,business_domain,0.7,medium,hodaka@gmail.com,pattern_generation,common_domain,0.4,low,hodaka@yahoo.com,pattern_generation,common_domain,0.4,low
Act Tool - Toyama,"8-11 Chiyodamachi, Toyama, 930-0811, Japan",076-432-8055,https://act-kougu.com/profile/,4.8,202,act@act-kougu.com,pattern_generation,business_domain,0.7,medium,act@gmail.com,pattern_generation,common_domain,0.4,low,act@yahoo.com,pattern_generation,common_domain,0.4,low
Odake,"3-chōme-3-29 Toiyamachi, Toyama, 930-0834, Japan",076-451-1280,https://www.odake.co.jp/,1,1,odake@odake.co.jp,pattern_generation,business_domain,0.7,medium,odake@gmail.com,pattern_generation,common_domain,0.4,low,odake@yahoo.com,pattern_generation,common_domain,0.4,low
山田雑貨店（有）,"2-chōme-3-6 Takaramachi, Toyama, 930-0007, Japan",076-432-7282,N/A,4.5,24,山田雑貨店有@gmail.com,pattern_generation,common_domain,0.4,low,山田雑貨店有@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
二口金物 本店,"5-2 Chūōmachi, Imizu, Toyama 934-0012, Japan",0766-84-5555,http://www.futakuchikanamono.jp/,4.7,9,二口金物@futakuchikanamono.jp,pattern_generation,business_domain,0.7,medium,二口金物@gmail.com,pattern_generation,common_domain,0.4,low,二口金物@yahoo.com,pattern_generation,common_domain,0.4,low
Yonehara,"948 Sano, Takaoka, Toyama 933-0826, Japan",0120-275-511,http://yoneharakanamono.jp/%E5%BA%97%E8%88%97%E6%83%85%E5%A0%B1/,4,10,yonehara@yoneharakanamono.jp,pattern_generation,business_domain,0.7,medium,yonehara@gmail.com,pattern_generation,common_domain,0.4,low,yonehara@yahoo.com,pattern_generation,common_domain,0.4,low
山本金物店,"2-chōme-2-3 Muromachidōri, Toyama, 930-0051, Japan",076-421-0017,N/A,4,2,山本金物店@gmail.com,pattern_generation,common_domain,0.4,low,山本金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
株式会社 金七金物店,"198 Tonyamachi, Takaoka, Toyama 933-0804, Japan",0766-21-8787,http://www.kanasiti.com/,5,1,株式会社@kanasiti.com,pattern_generation,business_domain,0.7,medium,株式会社@gmail.com,pattern_generation,common_domain,0.4,low,株式会社@yahoo.com,pattern_generation,common_domain,0.4,low
（有）高野商店,"2889-5 Futakuchi, Imizu, Toyama 939-0234, Japan",0766-52-0104,N/A,3.6,11,有高野商店@gmail.com,pattern_generation,common_domain,0.4,low,有高野商店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
山岸金物店,"1701 Higashifukusawa, Toyama, 930-1281, Japan",076-483-2336,N/A,4.7,7,山岸金物店@gmail.com,pattern_generation,common_domain,0.4,low,山岸金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Hashimoto,"5-1 Kaihotsuhonmachi, Takaoka, Toyama 933-0909, Japan",0766-24-5525,N/A,3.9,7,hashimoto@gmail.com,pattern_generation,common_domain,0.4,low,hashimoto@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
（有）沢田金物,"3-chōme-11-11 Toidemachi, Takaoka, Toyama 939-1104, Japan",0766-63-0253,https://r.goope.jp/sr-16-162022s0024/,4.5,2,konoko-neko-noko_thumb@2x.jpg,website_scraping,contact_page,0.95,very_high,gallery-gyokuei_thumb@2x.jpg,website_scraping,contact_page,0.95,very_high,gallery-gyokuei_thumb@1x.jpg,website_scraping,contact_page,0.95,very_high
高田金物店,"13-8 Okudamachi, Toyama, 930-0818, Japan",076-431-1039,N/A,5,2,高田金物店@gmail.com,pattern_generation,common_domain,0.4,low,高田金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
メタルトップ（高田電業）,"247 Takauchi, Toyama, 939-2254, Japan",076-468-1581,N/A,3.8,4,メタルトップ高田電業@gmail.com,pattern_generation,common_domain,0.4,low,メタルトップ高田電業@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
(有)樫山商店 樫山金物店,"1438 Yatsuomachi Shitashinmachi, Toyama, 939-2352, Japan",076-455-2300,http://kashikanamono.cart.fc2.com/,4.3,3,有樫山商店@kashikanamono.cart.fc2.com,pattern_generation,business_domain,0.7,medium,有樫山商店@gmail.com,pattern_generation,common_domain,0.4,low,有樫山商店@yahoo.com,pattern_generation,common_domain,0.4,low
中山金物店,"1203 Shinmeimachi, Namerikawa, Toyama 936-0032, Japan",076-475-0221,N/A,5,1,中山金物店@gmail.com,pattern_generation,common_domain,0.4,low,中山金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
武田文平商店,"64 Mikkaichi, Kamiichi, Nakaniikawa District, Toyama 930-0325, Japan",076-472-0307,N/A,3.5,4,武田文平商店@gmail.com,pattern_generation,common_domain,0.4,low,武田文平商店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
広田刃物店,"10-11 Honmachi, Takaoka, Toyama 933-0913, Japan",0766-22-9254,N/A,5,4,広田刃物店@gmail.com,pattern_generation,common_domain,0.4,low,広田刃物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
（有）野上金物,"563-1 Himeno, Takaoka, Toyama 934-0093, Japan",0766-84-8833,N/A,4.4,5,有野上金物@gmail.com,pattern_generation,common_domain,0.4,low,有野上金物@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
中本金物店,"439 Kamiizumi, Himi, Toyama 935-0037, Japan",0766-91-4513,N/A,4,4,中本金物店@gmail.com,pattern_generation,common_domain,0.4,low,中本金物店@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Bic Camera Namba Store,"2-chōme-10-1 Sennichimae, Chuo Ward, Osaka, 542-0074, Japan",06-6634-1111,https://www.biccamera.com/bc/i/shop/shoplist/shop013.jsp?ref=gmb,4,18358,bic@biccamera.com,pattern_generation,business_domain,0.7,medium,bic@gmail.com,pattern_generation,common_domain,0.4,low,bic@yahoo.com,pattern_generation,common_domain,0.4,low
Kohnan PRO,"2-chōme-2-105 Sugahara, Higashiyodogawa Ward, Osaka, 533-0022, Japan",06-6990-7031,https://map.hc-kohnan.com/shop/403,3.9,1616,kohnan@map.hc-kohnan.com,pattern_generation,business_domain,0.7,medium,kohnan@gmail.com,pattern_generation,common_domain,0.4,low,kohnan@yahoo.com,pattern_generation,common_domain,0.4,low
